time,ego_id,target_id,distance,relative_speed,camera,ultrasonic,angle,risk_score
1333,116,98,34.767,0.001,0.657,0,0.092,0.113
1334,334,112,52.507,0.0,0.559,0,-1.571,0.093
1334,334,132,78.397,0.0,0.46,0,-1.571,0.075
1334,334,141,73.642,0.0,0.475,0,-1.943,0.078
1334,334,146,71.256,0.0,0.483,0,-1.845,0.079
1334,334,150,39.621,0.0,0.627,0,-1.652,0.106
1334,334,188,32.15,0.0,0.675,0,-1.67,0.116
1334,334,193,24.698,0.0,0.73,0,-1.701,0.129
1334,334,225,17.287,0.0,0.794,0,-1.757,0.146
1334,334,253,3.766,0.0,0.947,1,-2.586,0.297
1334,334,258,10.013,0.0,0.869,0,-1.896,0.176
1334,334,265,35.377,0.0,0.653,0,0.923,0.112
1334,334,287,31.424,0.0,0.68,0,1.114,0.117
1334,334,290,29.859,0.0,0.691,0,1.905,0.12
1334,334,306,73.576,0.0,0.475,0,-1.35,0.078
1334,334,307,22.503,0.0,0.748,0,1.571,0.133
1334,334,310,33.088,0.0,0.668,0,2.121,0.115
1334,334,312,15.002,0.0,0.816,0,1.571,0.154
1334,334,319,7.501,0.0,0.899,0,1.571,0.194
1334,334,326,6.376,0.0,0.913,0,2.097,0.205
1334,334,346,58.595,0.0,0.532,0,0.502,0.088
1334,334,352,48.785,0.0,0.577,0,2.525,0.097
1334,334,354,42.884,0.0,0.609,0,2.424,0.103
1334,334,356,13.403,0.0,0.833,0,1.812,0.16
1334,334,366,32.09,0.0,0.675,0,1.364,0.116
1334,334,372,55.076,0.0,0.548,0,2.604,0.091
1334,334,386,61.639,0.0,0.52,0,2.666,0.086
1334,334,395,38.117,0.0,0.636,0,0.968,0.108
1334,334,399,7.501,0.0,0.899,0,-1.571,0.194
1334,334,403,15.002,0.0,0.816,0,-1.571,0.154
1334,334,554,68.272,0.0,0.494,0,2.664,0.081
1334,334,616,38.994,0.0,0.631,0,2.205,0.107
1334,334,70,72.308,0.0,0.48,0,-1.452,0.079
1334,334,739,35.072,0.0,0.655,0,2.032,0.112
1334,334,75,69.855,0.0,0.488,0,-1.381,0.08
1334,334,87,71.652,0.0,0.482,0,-1.278,0.079
1334,334,94,73.646,0.0,0.475,0,-1.795,0.078
1334,334,98,76.689,0.0,0.465,0,-2.034,0.076
1335,201,109,33.251,0.0,0.667,0,2.339,0.115
1335,201,126,59.336,0.0,0.529,0,1.913,0.088
1335,201,179,32.663,0.0,0.671,0,2.226,0.116
1335,201,186,52.33,0.0,0.56,0,1.961,0.093
1335,201,209,38.879,0.0,0.632,0,2.109,0.107
1335,201,215,27.106,0.0,0.711,0,2.396,0.124
1335,201,226,28.343,0.0,0.702,0,2.524,0.122
1335,201,239,7.501,0.0,0.899,0,3.142,0.194
1335,201,242,13.693,0.0,0.83,0,2.906,0.158
1335,201,269,6.635,0.0,0.909,0,2.638,0.202
1335,201,274,3.618,0.0,0.949,1,1.085,0.301
1335,201,276,58.82,0.0,0.531,0,3.142,0.088
1335,201,277,16.994,0.0,0.797,0,0.189,0.147
1335,201,278,66.321,0.0,0.501,0,3.142,0.083
1335,201,286,9.731,0.0,0.873,0,0.335,0.177
1335,201,295,31.854,0.0,0.677,0,0.101,0.117
1335,201,303,65.615,0.0,0.504,0,1.931,0.083
1335,201,437,79.111,0.0,0.457,0,0.238,0.075
1335,201,542,37.505,0.0,0.64,0,0.0,0.109
1335,201,568,22.503,0.0,0.748,0,0.0,0.133
1335,201,583,15.002,0.0,0.816,0,0.0,0.154
1335,201,602,7.501,0.0,0.899,0,0.0,0.194
1335,201,67,38.994,0.0,0.631,0,2.205,0.107
1336,249,109,15.002,0.0,0.816,0,-1.571,0.154
1336,249,115,74.829,0.0,0.471,0,2.186,0.077
1336,249,123,41.084,0.0,0.619,0,-1.898,0.105
1336,249,126,17.287,0.0,0.794,0,1.385,0.146
1336,249,134,56.555,0.0,0.541,0,-2.458,0.09
1336,249,138,3.767,0.0,0.947,1,0.556,0.297
1336,249,141,68.486,0.0,0.493,0,1.922,0.081
1336,249,142,78.448,0.0,0.459,0,-0.519,0.075
1336,249,151,24.698,0.0,0.73,0,1.441,0.129
1336,249,159,78.397,0.0,0.46,0,1.571,0.075
1336,249,169,38.299,0.0,0.635,0,-1.941,0.108
1336,249,179,13.403,0.0,0.833,0,-1.33,0.16
1336,249,186,10.013,0.0,0.869,0,1.245,0.176
1336,249,209,6.376,0.0,0.913,0,-1.045,0.205
1336,249,212,30.004,0.0,0.69,0,-1.571,0.12
1336,249,215,20.764,0.0,0.763,0,-1.416,0.137
1336,249,226,22.503,0.0,0.748,0,-1.571,0.133
1336,249,230,39.321,0.0,0.629,0,-1.716,0.107
1336,249,242,37.026,0.0,0.643,0,-1.303,0.11
1336,249,269,39.676,0.0,0.627,0,-1.12,0.106
1336,249,274,43.475,0.0,0.605,0,-0.964,0.102
1336,249,282,59.268,0.0,0.529,0,-0.647,0.088
1336,249,293,7.501,0.0,0.899,0,1.571,0.194
1336,249,295,65.412,0.0,0.505,0,-0.577,0.083
1336,249,300,70.013,0.0,0.488,0,-2.552,0.08
1336,249,301,15.002,0.0,0.816,0,1.571,0.154
1336,249,303,22.503,0.0,0.748,0,1.571,0.133
1336,249,304,76.363,0.0,0.466,0,-2.607,0.076
1336,249,306,64.067,0.0,0.51,0,1.265,0.084
1336,249,314,30.004,0.0,0.69,0,1.571,0.12
1336,249,322,71.814,0.0,0.481,0,-0.52,0.079
1336,249,324,37.505,0.0,0.64,0,1.571,0.109
1336,249,33,62.552,0.0,0.516,0,-2.534,0.085
1336,249,357,45.006,0.0,0.597,0,1.571,0.1
1336,249,4,68.844,0.0,0.492,0,-2.596,0.081
1336,249,51,64.908,0.0,0.507,0,1.433,0.084
1336,249,583,54.466,0.0,0.55,0,-0.796,0.092
1336,249,61,75.149,0.0,0.47,0,1.027,0.077
1336,249,62,50.959,0.0,0.567,0,-2.365,0.095
1336,249,67,7.501,0.0,0.899,0,-1.571,0.194
1336,249,83,61.36,0.0,0.521,0,1.664,0.086
1336,249,87,68.594,0.0,0.493,0,1.215,0.081
1336,249,94,62.505,0.0,0.516,0,1.784,0.085
1336,249,98,71.417,0.0,0.483,0,2.021,0.079
1337,300,134,14.701,0.0,0.819,0,0.219,0.155
1337,300,180,8.76,0.0,0.884,0,2.768,0.184
1337,300,226,60.475,0.0,0.524,0,0.275,0.087
1337,300,249,70.013,0.0,0.488,0,0.589,0.08
1337,300,254,37.505,0.0,0.64,0,0.0,0.109
1337,300,272,54.425,1.078,0.551,0,2.359,0.105
1337,300,278,15.002,0.0,0.816,0,0.0,0.154
1337,300,283,7.501,0.0,0.899,0,0.0,0.194
1337,300,304,7.501,0.0,0.899,0,3.142,0.194
1337,300,33,7.559,0.0,0.898,0,0.437,0.193
1337,300,360,15.002,0.0,0.816,0,3.142,0.154
1337,300,371,43.523,1.14,0.605,0,2.661,0.116
1337,300,4,3.266,0.0,0.953,1,1.772,0.31
1337,300,429,30.004,0.0,0.69,0,3.142,0.12
1337,300,465,30.834,0.01,0.684,0,3.038,0.118
1337,300,487,23.377,0.0,0.74,0,3.004,0.132
1337,300,489,15.979,0.0,0.807,0,2.94,0.15
1337,300,490,42.099,0.0,0.613,0,3.021,0.104
1337,300,605,71.149,0.0,0.484,0,2.199,0.079
1337,300,62,22.083,0.0,0.751,0,0.145,0.134
1338,4,109,62.396,0.0,0.517,0,0.338,0.085
1338,4,134,15.002,0.0,0.816,0,0.0,0.154
1338,4,138,72.611,0.0,0.479,0,0.546,0.079
1338,4,179,66.079,0.0,0.502,0,0.351,0.083
1338,4,180,7.501,0.0,0.899,0,3.142,0.194
1338,4,190,30.004,0.0,0.69,0,0.0,0.12
1338,4,196,71.117,0.18,0.484,0,2.133,0.082
1338,4,197,64.707,0.125,0.507,0,2.197,0.085
1338,4,215,63.893,0.0,0.511,0,0.24,0.084
1338,4,230,53.257,0.0,0.556,0,-0.06,0.093
1338,4,231,37.505,0.0,0.64,0,0.0,0.109
1338,4,242,68.662,0.0,0.493,0,0.0,0.081
1338,4,252,58.636,1.38,0.532,0,2.274,0.105
1338,4,254,38.292,0.0,0.635,0,-0.084,0.108
1338,4,272,52.182,0.65,0.561,0,2.385,0.101
1338,4,276,23.376,0.0,0.74,0,-0.137,0.132
1338,4,278,15.979,0.0,0.807,0,-0.202,0.15
1338,4,283,8.76,0.0,0.884,0,-0.374,0.184
1338,4,300,3.266,0.0,0.953,1,-1.369,0.31
1338,4,304,7.559,0.0,0.898,0,-2.704,0.193
1338,4,33,7.501,0.0,0.899,0,0.0,0.194
1338,4,360,14.701,0.0,0.819,0,-2.922,0.155
1338,4,375,38.891,0.355,0.632,0,2.92,0.112
1338,4,384,22.083,0.0,0.751,0,-2.996,0.134
1338,4,429,29.525,0.0,0.693,0,-3.033,0.12
1338,4,489,15.002,0.0,0.816,0,3.142,0.154
1338,4,490,41.181,0.0,0.618,0,3.096,0.105
1338,4,547,47.819,0.0,0.582,0,2.607,0.098
1338,4,62,22.503,0.0,0.748,0,0.0,0.133
1338,4,67,65.27,0.0,0.505,0,0.447,0.083
1339,33,134,7.501,0.0,0.899,0,0.0,0.194
1339,33,169,37.505,0.0,0.64,0,0.0,0.109
1339,33,180,15.002,0.0,0.816,0,3.142,0.154
1339,33,190,22.503,0.0,0.748,0,0.0,0.133
1339,33,197,69.492,0.159,0.49,0,2.283,0.082
1339,33,215,56.635,0.0,0.541,0,0.272,0.09
1339,33,242,61.161,0.0,0.522,0,0.0,0.086
1339,33,249,62.552,0.0,0.516,0,0.607,0.085
1339,33,271,23.376,0.0,0.74,0,-0.137,0.132
1339,33,274,76.164,0.0,0.467,0,0.0,0.076
1339,33,276,15.979,0.0,0.807,0,-0.202,0.15
1339,33,278,8.76,0.0,0.884,0,-0.374,0.184
1339,33,283,3.266,0.0,0.953,1,-1.369,0.31
1339,33,293,67.117,0.0,0.498,0,0.699,0.082
1339,33,300,7.559,0.0,0.898,0,-2.704,0.193
1339,33,304,14.701,0.0,0.819,0,-2.922,0.155
1339,33,360,22.083,0.0,0.751,0,-2.996,0.134
1339,33,375,46.496,1.302,0.589,0,2.928,0.115
1339,33,4,7.501,0.0,0.899,0,3.142,0.194
1339,33,429,36.99,0.0,0.643,0,-3.055,0.11
1339,33,487,30.029,0.016,0.689,0,3.142,0.12
1339,33,490,48.676,0.0,0.578,0,3.103,0.097
1339,33,605,72.96,0.0,0.477,0,2.301,0.078
1339,33,62,15.002,0.0,0.816,0,0.0,0.154
1340,73,105,54.407,0.0,0.551,0,-2.035,0.092
1340,73,108,7.501,0.0,0.899,0,1.571,0.194
1340,73,111,37.505,0.0,0.64,0,1.571,0.109
1340,73,121,58.595,0.0,0.532,0,2.073,0.088
1340,73,124,15.002,0.0,0.816,0,1.571,0.154
1340,73,15,47.911,0.0,0.582,0,-1.893,0.097
1340,73,210,15.979,0.0,0.807,0,1.369,0.15
1340,73,214,30.824,0.0,0.684,0,1.467,0.118
1340,73,228,8.759,0.0,0.884,0,1.197,0.184
1340,73,235,3.266,0.0,0.953,1,0.201,0.31
1340,73,236,7.559,0.0,0.898,0,-1.134,0.193
1340,73,240,14.702,0.0,0.819,0,-1.351,0.155
1340,73,266,72.174,0.0,0.48,0,2.35,0.079
1340,73,294,36.991,0.0,0.643,0,-1.484,0.11
1340,73,295,64.087,0.0,0.51,0,-2.353,0.084
1340,73,323,54.555,0.0,0.55,0,-2.157,0.091
1340,73,376,44.458,0.0,0.6,0,-1.5,0.101
1340,73,423,49.535,0.0,0.574,0,-1.761,0.096
1340,73,430,37.505,0.0,0.64,0,-1.571,0.109
1340,73,437,30.004,0.0,0.69,0,-1.571,0.12
1340,73,504,22.503,0.0,0.748,0,-1.571,0.133
1340,73,511,15.002,0.0,0.816,0,-1.571,0.154
1340,73,54,73.645,0.0,0.475,0,1.527,0.078
1340,73,542,62.583,0.0,0.516,0,-2.251,0.085
1340,73,560,7.501,0.0,0.899,0,-1.571,0.194
1340,73,567,22.503,0.0,0.748,0,1.571,0.133
1340,73,590,30.004,0.0,0.69,0,1.571,0.12
1340,73,69,71.424,0.0,0.483,0,2.272,0.079
1341,427,253,51.956,0.0,0.562,0,-2.444,0.094
1341,427,265,15.581,0.0,0.811,0,-2.935,0.152
1341,427,267,65.526,0.0,0.504,0,-0.406,0.083
1341,427,287,22.974,0.0,0.744,0,-3.002,0.132
1341,427,307,37.672,0.0,0.639,0,-2.903,0.109
1341,427,309,37.395,0.0,0.641,0,-0.086,0.109
1341,427,312,40.112,0.0,0.624,0,-2.72,0.106
1341,427,316,61.492,0.0,0.52,0,-3.09,0.086
1341,427,319,43.718,0.0,0.604,0,-2.563,0.102
1341,427,334,48.23,0.0,0.58,0,-2.433,0.097
1341,427,346,15.098,0.0,0.815,0,-0.214,0.153
1341,427,355,7.929,0.0,0.894,0,-0.415,0.19
1341,427,356,43.847,0.0,0.603,0,-2.709,0.102
1341,427,363,3.21,0.0,0.954,1,-1.648,0.312
1341,427,370,8.383,0.0,0.888,0,-2.75,0.187
1341,427,395,15.002,0.0,0.816,0,3.142,0.154
1341,427,396,7.501,0.0,0.899,0,3.142,0.194
1341,427,416,65.161,0.0,0.506,0,-2.167,0.083
1341,427,442,7.501,0.0,0.899,0,0.0,0.194
1341,427,493,15.002,0.0,0.816,0,0.0,0.154
1341,427,530,22.503,0.0,0.748,0,0.0,0.133
1341,427,601,74.723,0.0,0.472,0,3.142,0.077
1341,427,606,30.004,0.0,0.69,0,0.0,0.12
1341,427,610,67.222,0.0,0.498,0,3.142,0.082
1341,427,627,37.505,0.0,0.64,0,0.0,0.109
1341,427,643,45.006,0.0,0.597,0,0.0,0.1
1341,427,739,52.22,0.0,0.561,0,3.142,0.094
1341,427,768,69.497,0.0,0.49,0,-0.422,0.081
1341,427,77,78.028,0.0,0.461,0,-2.059,0.075
1341,427,795,72.893,0.0,0.478,0,-0.516,0.078
1342,703,177,78.197,0.0,0.46,0,-1.568,0.075
1342,703,183,63.195,0.0,0.513,0,-1.568,0.085
1342,703,234,33.191,0.0,0.668,0,-1.565,0.115
1342,703,265,75.303,0.0,0.47,0,-3.102,0.077
1342,703,267,25.69,0.0,0.722,0,-1.563,0.127
1342,703,275,18.19,0.0,0.786,0,-1.56,0.144
1342,703,285,10.689,0.0,0.862,0,-1.552,0.172
1342,703,298,3.35,0.0,0.952,1,-1.662,0.308
1342,703,302,8.296,0.0,0.889,0,-2.772,0.187
1342,703,305,15.528,0.0,0.811,0,-2.947,0.152
1342,703,321,30.386,0.0,0.687,0,-3.043,0.119
1342,703,355,52.825,0.0,0.558,0,-3.085,0.093
1342,703,395,74.997,0.0,0.471,0,3.139,0.077
1342,703,442,52.494,0.0,0.559,0,3.138,0.093
1342,703,493,44.993,0.0,0.597,0,3.137,0.1
1342,703,530,37.492,0.0,0.64,0,3.136,0.109
1342,703,627,22.49,0.0,0.748,0,3.133,0.133
1342,703,643,14.989,0.0,0.816,0,3.128,0.154
1342,703,683,7.49,0.0,0.899,0,3.115,0.194
1342,703,733,6.701,0.0,0.909,0,-1.039,0.201
1342,703,734,13.704,0.0,0.829,0,-1.32,0.158
1342,703,768,28.481,0.0,0.701,0,-1.451,0.122
1342,703,795,35.94,0.0,0.65,0,-1.476,0.111
1342,703,906,50.894,0.0,0.567,0,-1.504,0.095
1342,703,909,58.381,0.0,0.533,0,-1.513,0.088
1342,703,912,65.871,0.0,0.503,0,-1.519,0.083
1343,106,116,18.172,0.0,0.786,0,-0.177,0.144
1343,106,120,22.503,0.0,0.748,0,0.0,0.133
1343,106,131,30.004,0.0,0.69,0,0.0,0.12
1343,106,156,34.733,0.0,0.657,0,-2.063,0.113
1343,106,162,25.59,0.0,0.723,0,-0.125,0.127
1343,106,163,10.869,0.0,0.86,0,-0.299,0.171
1343,106,168,4.309,0.0,0.939,1,-0.837,0.285
1343,106,172,21.764,0.0,0.754,0,-2.223,0.135
1343,106,176,17.681,0.0,0.79,0,2.759,0.145
1343,106,184,16.442,0.0,0.802,0,-2.503,0.149
1343,106,189,28.098,0.0,0.703,0,-2.06,0.123
1343,106,191,34.898,0.0,0.656,0,-1.959,0.112
1343,106,217,27.127,0.005,0.711,0,2.22,0.124
1343,106,238,33.417,0.035,0.666,0,2.084,0.115
1343,106,250,40.208,0.167,0.624,0,1.991,0.108
1343,106,252,56.39,0.029,0.542,0,-1.807,0.09
1343,106,46,7.501,0.0,0.899,0,0.0,0.194
1343,106,547,77.381,0.0,0.463,0,-1.784,0.076
1343,106,575,67.663,0.0,0.496,0,1.767,0.082
1343,106,609,60.324,0.0,0.525,0,1.791,0.087
1343,106,630,53.03,0.0,0.557,0,1.822,0.093
1343,106,631,41.496,0.0,0.616,0,-1.977,0.104
1343,106,636,38.681,0.0,0.633,0,1.919,0.108
1343,106,645,25.107,0.0,0.726,0,2.124,0.128
1343,106,680,22.646,0.0,0.746,0,-2.381,0.133
1343,106,692,19.138,0.0,0.777,0,2.332,0.141
1343,106,82,15.002,0.0,0.816,0,0.0,0.154
1343,106,97,7.501,0.0,0.899,0,3.142,0.194
1343,106,98,52.507,0.0,0.559,0,0.0,0.093
1344,345,153,57.575,0.0,0.537,0,-0.775,0.089
1344,345,206,59.006,0.0,0.53,0,-0.872,0.088
1344,345,225,76.772,0.0,0.465,0,-2.512,0.076
1344,345,265,37.505,0.0,0.64,0,3.142,0.109
1344,345,302,30.004,0.0,0.69,0,0.0,0.12
1344,345,305,22.503,0.0,0.748,0,0.0,0.133
1344,345,309,15.002,0.0,0.816,0,0.0,0.154
1344,345,310,76.163,0.0,0.467,0,3.142,0.076
1344,345,312,60.324,0.0,0.525,0,-2.921,0.087
1344,345,321,7.501,0.0,0.899,0,0.0,0.194
1344,345,326,66.079,0.0,0.502,0,-2.791,0.083
1344,345,334,65.27,0.0,0.505,0,-2.695,0.083
1344,345,346,7.501,0.0,0.899,0,3.142,0.194
1344,345,355,15.002,0.0,0.816,0,3.142,0.154
1344,345,362,52.507,0.0,0.559,0,3.142,0.093
1344,345,396,29.929,0.0,0.69,0,3.034,0.12
1344,345,416,77.691,0.0,0.462,0,-2.43,0.076
1344,345,442,15.098,0.0,0.815,0,2.928,0.153
1344,345,493,7.929,0.0,0.894,0,2.726,0.19
1344,345,530,3.21,0.0,0.954,1,1.494,0.312
1344,345,606,8.383,0.0,0.888,0,0.392,0.187
1344,345,627,15.581,0.0,0.811,0,0.207,0.152
1344,345,643,22.974,0.0,0.744,0,0.14,0.132
1344,345,683,30.42,0.0,0.687,0,0.105,0.119
1344,345,739,74.545,0.0,0.472,0,3.099,0.077
1344,345,795,52.601,0.0,0.559,0,-0.673,0.093
1345,290,193,53.106,0.0,0.557,0,-1.446,0.093
1345,290,253,30.904,0.0,0.683,0,-1.356,0.118
1345,290,258,38.265,0.0,0.635,0,-1.397,0.108
1345,290,26,24.116,0.0,0.734,0,0.133,0.13
1345,290,265,31.157,0.0,0.681,0,0.0,0.118
1345,290,292,35.962,0.001,0.65,0,3.052,0.111
1345,290,307,11.339,0.0,0.855,0,-0.527,0.169
1345,290,310,7.501,0.0,0.899,0,3.142,0.194
1345,290,312,16.442,0.0,0.802,0,-0.932,0.149
1345,290,316,15.002,0.0,0.816,0,3.142,0.154
1345,290,321,76.163,0.0,0.467,0,0.0,0.076
1345,290,345,68.662,0.0,0.493,0,0.0,0.081
1345,290,346,61.161,0.0,0.522,0,0.0,0.086
1345,290,352,30.004,0.0,0.69,0,3.142,0.12
1345,290,354,22.503,0.0,0.748,0,3.142,0.133
1345,290,355,53.66,0.0,0.554,0,0.0,0.092
1345,290,356,16.561,0.0,0.801,0,-1.161,0.149
1345,290,362,16.155,0.0,0.805,0,0.0,0.15
1345,290,363,46.159,0.0,0.591,0,0.0,0.099
1345,290,366,16.711,0.0,0.8,0,0.193,0.148
1345,290,442,54.002,0.0,0.552,0,0.059,0.092
1345,290,443,67.509,0.0,0.497,0,3.142,0.082
1345,290,468,73.864,0.0,0.474,0,-1.438,0.078
1345,290,536,75.602,1.117,0.469,0,3.099,0.09
1345,290,554,50.978,0.05,0.567,0,3.079,0.095
1345,290,598,43.443,0.004,0.605,0,3.068,0.102
1345,290,601,28.497,0.0,0.701,0,3.029,0.122
1345,290,606,76.477,0.0,0.466,0,0.042,0.076
1345,290,610,21.06,0.0,0.76,0,2.989,0.137
1345,290,616,13.694,0.0,0.83,0,2.906,0.158
1345,290,72,66.823,0.569,0.499,0,3.094,0.089
1345,290,739,6.636,0.0,0.909,0,2.638,0.202
1345,290,77,66.436,0.0,0.501,0,-1.423,0.083
1346,271,109,36.971,0.0,0.643,0,0.703,0.11
1346,271,123,15.002,0.0,0.816,0,0.0,0.154
1346,271,134,16.043,0.046,0.806,0,2.941,0.151
1346,271,138,51.559,0.0,0.564,0,0.916,0.094
1346,271,151,70.747,0.0,0.485,0,1.111,0.08
1346,271,169,14.701,0.0,0.819,0,0.219,0.155
1346,271,179,40.7,0.0,0.621,0,0.689,0.105
1346,271,180,40.95,1.61,0.619,0,3.063,0.124
1346,271,190,3.267,0.002,0.953,1,1.773,0.31
1346,271,201,51.319,0.0,0.565,0,0.0,0.094
1346,271,230,22.503,0.0,0.748,0,0.0,0.133
1346,271,231,7.558,0.001,0.898,0,0.437,0.193
1346,271,239,43.818,0.0,0.603,0,0.0,0.102
1346,271,254,7.501,0.0,0.899,0,0.0,0.194
1346,271,269,45.619,0.0,0.594,0,0.07,0.1
1346,271,272,79.856,0.004,0.455,0,2.604,0.074
1346,271,274,53.104,0.0,0.557,0,0.06,0.093
1346,271,276,7.501,0.0,0.899,0,3.142,0.194
1346,271,278,15.002,0.0,0.816,0,3.142,0.154
1346,271,301,60.84,0.0,0.523,0,1.089,0.087
1346,271,303,67.576,0.0,0.497,0,1.14,0.082
1346,271,314,74.458,0.0,0.472,0,1.182,0.077
1346,271,33,23.646,0.136,0.738,0,3.006,0.133
1346,271,371,73.307,0.074,0.476,0,2.781,0.079
1346,271,4,31.351,0.236,0.68,0,3.039,0.12
1346,271,482,67.504,0.0,0.497,0,3.141,0.082
1346,271,487,58.822,0.797,0.531,0,3.087,0.098
1346,271,500,72.889,0.0,0.478,0,2.968,0.078
1346,271,547,76.91,0.0,0.464,0,2.775,0.076
1346,271,557,79.907,0.0,0.455,0,2.687,0.074
1346,271,568,73.822,0.0,0.475,0,0.0,0.078
1346,271,602,58.82,0.0,0.531,0,0.0,0.088
1346,271,62,8.775,0.011,0.884,0,2.768,0.184
1346,271,67,42.21,0.0,0.612,0,0.839,0.103
1347,514,176,74.832,0.0,0.471,0,-1.614,0.077
1347,514,232,37.505,0.0,0.64,0,-1.571,0.109
1347,514,238,52.358,0.001,0.56,0,-1.632,0.093
1347,514,263,14.517,0.508,0.821,0,-1.793,0.161
1347,514,343,37.386,0.03,0.641,0,-1.656,0.109
1347,514,354,69.433,0.0,0.49,0,0.224,0.081
1347,514,385,22.209,0.091,0.75,0,-1.715,0.135
1347,514,40,7.501,0.0,0.899,0,-1.571,0.194
1347,514,401,6.69,0.512,0.909,0,-2.07,0.207
1347,514,414,4.088,0.765,0.942,1,2.47,0.299
1347,514,434,40.73,0.0,0.621,0,0.389,0.105
1347,514,439,33.908,0.0,0.663,0,0.473,0.114
1347,514,457,12.059,1.214,0.847,0,1.839,0.18
1347,514,491,17.244,0.0,0.794,0,1.109,0.147
1347,514,506,18.725,2.063,0.781,0,1.473,0.167
1347,514,508,14.933,0.0,0.817,0,1.548,0.154
1347,514,512,7.501,0.0,0.899,0,1.571,0.194
1347,514,536,22.213,1.662,0.75,0,0.995,0.154
1347,514,549,36.3,0.422,0.647,0,0.539,0.116
1347,514,554,43.367,0.144,0.606,0,0.444,0.104
1347,514,575,15.002,0.0,0.816,0,-1.571,0.154
1347,514,601,64.624,0.002,0.508,0,0.293,0.084
1347,514,609,22.503,0.0,0.748,0,-1.571,0.133
1347,514,645,60.008,0.0,0.526,0,-1.571,0.087
1347,514,692,67.509,0.0,0.497,0,-1.571,0.082
1347,514,72,28.365,0.955,0.702,0,0.717,0.134
1348,530,220,55.613,0.0,0.545,0,-0.826,0.091
1348,530,26,45.006,0.0,0.597,0,3.142,0.1
1348,530,265,37.887,0.0,0.638,0,-3.057,0.109
1348,530,287,45.366,0.0,0.595,0,-3.071,0.1
1348,530,290,68.983,0.0,0.491,0,-3.095,0.081
1348,530,309,15.098,0.0,0.815,0,-0.214,0.153
1348,530,321,7.929,0.0,0.894,0,-0.415,0.19
1348,530,345,3.21,0.0,0.954,1,-1.648,0.312
1348,530,346,8.383,0.0,0.888,0,-2.75,0.187
1348,530,355,15.581,0.0,0.811,0,-2.935,0.152
1348,530,395,37.505,0.0,0.64,0,3.142,0.109
1348,530,396,30.004,0.0,0.69,0,3.142,0.12
1348,530,427,22.503,0.0,0.748,0,3.142,0.133
1348,530,442,15.002,0.0,0.816,0,3.142,0.154
1348,530,493,7.501,0.0,0.899,0,3.142,0.194
1348,530,606,7.501,0.0,0.899,0,0.0,0.194
1348,530,627,15.002,0.0,0.816,0,0.0,0.154
1348,530,683,30.004,0.0,0.69,0,0.0,0.12
1348,530,703,37.492,0.0,0.64,0,-0.005,0.109
1348,530,733,41.326,0.0,0.617,0,-0.145,0.104
1348,530,795,54.466,0.0,0.55,0,-0.722,0.092
1348,530,906,65.354,0.0,0.505,0,-0.895,0.083
1349,88,115,5.615,0.0,0.922,1,-2.535,0.264
1349,88,116,27.306,0.0,0.709,0,-3.024,0.124
1349,88,125,18.173,0.0,0.786,0,-0.177,0.144
1349,88,126,63.122,0.0,0.514,0,-0.847,0.085
1349,88,131,15.002,0.0,0.816,0,3.142,0.154
1349,88,136,72.953,0.0,0.477,0,-0.044,0.078
1349,88,137,39.152,0.0,0.63,0,0.169,0.107
1349,88,138,75.026,0.0,0.471,0,-0.98,0.077
1349,88,141,15.002,0.0,0.816,0,0.0,0.154
1349,88,143,52.821,0.0,0.558,0,-0.658,0.093
1349,88,145,10.869,0.0,0.86,0,-0.299,0.171
1349,88,151,57.715,0.0,0.536,0,-0.761,0.089
1349,88,156,68.617,0.0,0.493,0,-2.679,0.081
1349,88,159,41.088,0.0,0.619,0,0.35,0.105
1349,88,162,19.876,0.0,0.77,0,-2.98,0.14
1349,88,168,42.241,0.0,0.612,0,-3.066,0.103
1349,88,174,44.227,0.0,0.601,0,0.51,0.101
1349,88,191,66.572,0.0,0.5,0,-2.635,0.082
1349,88,20,7.501,0.0,0.899,0,3.142,0.194
1349,88,221,63.007,0.0,0.514,0,2.916,0.085
1349,88,238,67.956,0.0,0.495,0,2.699,0.082
1349,88,258,70.591,0.0,0.486,0,0.992,0.08
1349,88,324,46.979,0.0,0.587,0,-0.607,0.098
1349,88,357,43.144,0.0,0.607,0,-0.463,0.102
1349,88,403,67.962,0.0,0.495,0,0.909,0.082
1349,88,416,62.218,0.0,0.517,0,0.834,0.085
1349,88,467,56.885,0.0,0.54,0,0.746,0.09
1349,88,56,12.531,0.0,0.842,0,-2.883,0.163
1349,88,605,76.498,0.0,0.466,0,-2.503,0.076
1349,88,636,68.63,0.0,0.493,0,2.583,0.081
1349,88,659,65.615,0.0,0.504,0,-2.782,0.083
1349,88,82,30.004,0.0,0.69,0,3.142,0.12
1349,88,83,33.046,0.0,0.669,0,-0.097,0.115
1349,88,87,55.142,0.395,0.547,0,0.0,0.096
1349,88,94,25.59,0.0,0.723,0,-0.125,0.127
1349,88,95,64.969,0.0,0.506,0,2.681,0.084
1349,88,96,4.31,0.0,0.939,1,-0.837,0.285
1349,88,98,7.501,0.0,0.899,0,0.0,0.194
1350,72,263,38.837,0.997,0.632,0,-2.112,0.119
1350,72,290,73.477,1.15,0.476,0,-0.044,0.092
1350,72,292,37.068,0.752,0.643,0,0.0,0.119
